,0
106,"💖​하나로 연결되는 모두의 나눔과 행복💖​​<2022 모두하나데이 캠페인 | 11.11~1.11>올해로 12번째를 맞은하나금융그룹의 나눔 캠페인 '모두하나데이’​더 많은 곳에 따뜻한 손길이 퍼져나갈 수 있도록,여러분도 함께 동참해 주세요! ──────────────────​✅️ 하나로 연결되는 모두의 기부 캠페인​집에서 잠자고 있는 아동도서, 의류, 장난감(인형포함)을 기부해 주세요.* 참여기간: 2022.11.11(금) ~ 12.11(일)* 참여방법 👉하나원큐앱 실행 > 이벤트 > '하나로 연결되는 모두의 기부 캠페인' 배너 클릭 (https://bit.ly/3DUo6Fv) 하단의 '기부접수' 필수등록* 기부가능 물품: 아동도서/의류/장난감(인형포함)* 기부불가 물품: 사용이 어려운 손상 및 오염물품은 기부불가1. 아동도서: 2008년 이전 출판된 전공서적, 잡지, 문제집2. 의류: 수선이나 세탁이 필요한 옷, 속옷, 유니폼, 교복, 단복3. 장난감(인형포함): 파손된 것, 수리가 필요한 것[#참여이벤트]✔️하나. 하나원큐를 통해 기부에 참여한 전체 참여자중 추첨, 커피쿠폰 증정!(111명)✔️두울. 인증샷 이벤트(111명)1.하나원큐에서 기부 참여후, 2.참여 인증샷과 아래의 필수해시태그를 함께 적어 개인 인스타그램 계정에 업로드3.본 게시물에 기부캠페인 ""참여완료"" 댓글 달기👉필수해시태그: #모두하나데이 #하나금융그룹 ※ 인스타그램 인증샷 업로드시 전체공개 필수* 참여기간: 2022.11.11(금) ~ 12.11(일)* 당첨자발표: 2022. 12. 30(금) 예정* 경품: 스타벅스 카페 아메리카노T────────────────────​✅️ 사랑의 김장 나눔건강한 먹거리를 전하고 싶은 마음을 담아임직원이 직접 김장 김치를 담가 취약계층에게 전달합니다. ────────────────────​모두하나데이 기간동안 펼쳐질 나눔활동에여러분도 함께 해주세요!함께 성장하며행복을 나누는 금융하나금융그룹#하나금융그룹 #하나은행 #모두하나데이 #ESG#나눔 #사랑의김장나눔 #김장나눔 #기부 #기부캠페인 #캠페인"
107,"💖​하나로 연결되는 모두의 나눔과 행복💖​​<2022 모두하나데이 캠페인 | 11.11~1.11>올해로 12번째를 맞은하나금융그룹의 나눔 캠페인 '모두하나데이’​더 많은 곳에 따뜻한 손길이 퍼져나갈 수 있도록,여러분도 함께 동참해 주세요! ──────────────────​✅️ 하나로 연결되는 모두의 기부 캠페인​집에서 잠자고 있는 아동도서, 의류, 장난감(인형포함)을 기부해 주세요.* 참여기간: 2022.11.11(금) ~ 12.11(일)* 참여방법 👉하나원큐앱 실행 > 이벤트 > '하나로 연결되는 모두의 기부 캠페인' 배너 클릭 (https://bit.ly/3DUo6Fv) 하단의 '기부접수' 필수등록* 기부가능 물품: 아동도서/의류/장난감(인형포함)* 기부불가 물품: 사용이 어려운 손상 및 오염물품은 기부불가1. 아동도서: 2008년 이전 출판된 전공서적, 잡지, 문제집2. 의류: 수선이나 세탁이 필요한 옷, 속옷, 유니폼, 교복, 단복3. 장난감(인형포함): 파손된 것, 수리가 필요한 것[#참여이벤트]✔️하나. 하나원큐를 통해 기부에 참여한 전체 참여자중 추첨, 커피쿠폰 증정!(111명)✔️두울. 인증샷 이벤트(111명)1.하나원큐에서 기부 참여후, 2.참여 인증샷과 아래의 필수해시태그를 함께 적어 개인 인스타그램 계정에 업로드3.본 게시물에 기부캠페인 ""참여완료"" 댓글 달기👉필수해시태그: #모두하나데이 #하나금융그룹 ※ 인스타그램 인증샷 업로드시 전체공개 필수* 참여기간: 2022.11.11(금) ~ 12.11(일)* 당첨자발표: 2022. 12. 30(금) 예정* 경품: 스타벅스 카페 아메리카노T────────────────────​✅️ 사랑의 김장 나눔건강한 먹거리를 전하고 싶은 마음을 담아임직원이 직접 김장 김치를 담가 취약계층에게 전달합니다. ────────────────────​모두하나데이 기간동안 펼쳐질 나눔활동에여러분도 함께 해주세요!함께 성장하며행복을 나누는 금융하나금융그룹#하나금융그룹 #하나은행 #모두하나데이 #ESG#나눔 #사랑의김장나눔 #김장나눔 #기부 #기부캠페인 #캠페인"
108,#11월11일 #모두하나데이#하나로연결되는_모두의나눔과행복​💚11월 11일은 모두하나데이!💚하나금융그룹 전 임직원이 2개월간'이웃을 위한 행복한 나눔'을 더욱 집중적으로실천하는 사회공헌 기간입니다.모두하나데이(11.11 ~ 1.11) 기간 동안 여러분이 함께 해보고 싶은 나눔 활동은 무엇인가요?하나☝️를 댓글에 자유롭게 남겨주세요!​추첨해서 행운 가득 디저트를 드려요! 🍀​✔ 이벤트 기간: '22. 11. 8(화) ~ 11. 14(월)✔ 당첨자 발표: '22. 11. 17(목) / 본게시물 댓글✔ 경품: 스타벅스 ‘기분좋은 하루 세트’ (5명) ​ ​ ​ ​ ​ ​ ​ ​ ​ ​ ​ ​ (아메리카노 2잔+치즈 케이크)🚩하나금융그룹 인스타그램 팔로우 필수!​#하나금융그룹 #팔로우이벤트 #빈칸채우기 #EVENT #모두하나데이이벤트 #봉사활동 #나눔 #ESG
109,"#대전하나시티즌 #K리그1승격⚽팬과 하나되어 이뤄낸 K리그1 승격⚽​대전하나시티즌이 승강플레이오프1, 2차전을 승리로 이끌어K리그1 승격을 확정지었습니다!!🏆초록 물결의 뜨거운 함성과 응원에 힘입어마침내 이뤄낸 승격!대전하나시티즌의 뜨거운 도전에 함께해주신모든 팬 여러분께 진심으로 감사드립니다.😭#팬과_하나되어_이뤄낸_승리의감격#대전하나시티즌 #승강플레이오프 #K리그1승격​#하나금융그룹 #축구 #승격 #축구승강전"
110,"#자폐성장애인식개선캠페인 #사랑하나오티즘 자폐성 장애에 대한 이해와 존중을 위한 인식개선캠페인,<사랑, 하나, 오티즘레이스> 하나금융그룹이 후원하는 골퍼이승민 프로도 동참해주셨습니다!자폐에 대한 편견을 허물기 위한사랑, 하나, 오티즘레이스 여러분의 참여 인증샷도 올려주세요~😊#사랑하나오티즘 #loveautismrace #기부레이스 #오티즘 #하나은행 #리그램 - @leesimon97 by @get_regrammer한국자폐인사랑협회가 주최하고 하나은행 라이나전성기재단이 후원하는 사랑, 하나, 오티즘레이스에 참여 했습니다.자폐성 장애인의 사회적 인식개선을 위한 오티즘 레이스 캠페인에 참여하게 된 것을 뜻깊게 생각하고 나와같은 친구들의 꿈과 희망을 응원 합니다."
111,"#하나금융그룹 #유튜브 #하나TV#구독자50만명달성 #이벤트​하나금융그룹 유튜브 채널 '하나TV'가🥳여러분들의 사랑이 하나하나 모여 구독자 50만을 달성했습니다!​하나TV에 보내주신 사랑에 감사드리며구독자분들을 위한 이벤트를 준비했습니다!하나TV가 선보인 다양한 콘텐츠와 감사 이벤트!지금 바로 영상으로 만나보세요~!💝​💐[#EVENT]하나TV에서 가장 기억에 남는 콘텐츠를 뽑아주세요! ​✔ 이벤트 참여 방법1. 하나금융그룹 유튜브 '구독하기'를 누른다2. 가장 기억에 남는 영상(프로그램)을 고른다3. 유튜브 이벤트 영상 댓글로 프로그램명과 축하댓글 달기👉 이벤트 바로가기https://youtu.be/68I2HT2hADg (프로필 링크 클릭!)​✔ 이벤트 기간2022.10.28(금)~11.6(일)​✔ 경품- 온라인문화상품권(5만원권) (5명)- 닥터에스리 피지컬 선스크린 톤업 (25명)- 교촌치킨 오리지널 웨지감자 세트 (10명)- 스타벅스 카페 아메리카노T (60명)​✔ 당첨자발표2022. 11. 10(목) | 하나금융그룹 유튜브 커뮤니티탭 내​※ 당첨자 안내 후, 당첨자의 미회신으로 수령정보 확인이 어려울 경우 당첨에서 제외될 수 있습니다. ※ 동일인이 여러 계정으로 중복 당첨이 확인될 경우, 1개를 제외한 나머지 당첨 건은 취소될 수 있습니다. ※ 경품은 사전 공지없이 변경될 수 있습니다.​#하나금융그룹 #하나TV #구독이벤트#구독자50만명 #앞으로도_하나TV_많이사랑해주세요"
112,"어린이들의 꿈과 희망을 응원하는'하나은행 자연사랑 어린이 미술대회'🎨미술대회는 자연과 환경을 주제로, 🌱환경 보호의 중요성에 대해 생각하는 좋은 기회가 되었답니다!수상작 중 상위 39개의 작품은NFT 아트로 발행하고,예선 응모 1작품당 1,000원의 후원금 적립까지!앞으로도 하나은행의 ESG 활동, 기대해주세요!#하나은행 #하나금융그룹 #자연사랑어린이미술대회#미술대회 #환경보호 #자연사랑 #하나은행미술대회#자연을사랑하고_행복을나누는_하나금융그룹"
113,"#여자프로농구 #하나원큐여자농구단 #홈개막전22-23 시즌 | 하나원큐 여자농구단 홈개막전!2019 시즌 이후 두 시즌 만에드디어 유관중으로 팬 여러분을 다시 만납니다! 😍──────────────────🏀하나원큐 여자농구단 홈개막전🏀하나원큐 여자농구단 vs 삼성생명 블루밍스✔ 일시: 2022. 10. 31(월), 19:00✔ 장소: 부천실내체육관──────────────────홈개막전을 준비하는하나원큐 여자농구단의 승리를 위해열띤 응원으로 선수들과 함께해주세요~!🔥#하나은행 #하나원큐여자농구단 #하나원큐 #여자농구단#농구 #WKBL #여자프로농구 #농구홈개막전 #하나금융그룹"
114,"#리디아고 #LPGA#BMW챔피언십우승 #우승기념이벤트하나금융그룹이 후원하는 리디아고 프로가LPGA 투어 <2022 BMW 레이디스 챔피언십>우승을 차지했습니다!!🏆LPGA 투어 2022 시즌 두번째 우승이자,LPGA 투어 개인 통산 18승을 기록했는데요!멋진 플레이로 우승컵을 들어올린리디아고 프로를 축하해주세요!───────────────────⛳ #EVENT✔ 참여방법  1. 하나금융그룹 인스타그램 팔로우& 본 게시물 좋아요 필수  2. 본 게시물 댓글에 리디아고의 우승을 축하하는 메시지를 남기면 끝!✔ 기간: 2022. 10. 24(월) ~ 10. 31(월)✔ 경품(추첨)- 드루(druh) 골프 벨트(DB Icon Dreave Reversible) (7명)- 스타벅스 카페 아메리카노 T(20명)✔ 발표: 2022. 11. 4(금) / 본 게시물 댓글&개별DM[유의사항]※ 본 이벤트의 경품은 사전 고지없이 변경될 수 있습니다.※ 비정상적인 방법으로 참여 시 당첨이 제한되거나 취소될 수 있습니다. (타인 명의 도용, 허위 명의 생성, 자동 반복 참여 이용 등)※ 동일인의 중복 당첨이 확인될 경우, 1개 계정을 제외한 나머지 당첨결과는 취소될 수 있습니다.※ 본 이벤트의 취지와 맞지 않는 댓글을 작성할 경우, 관리자가 임의로 삭제할 수 있습니다.#리디아고우승 #LydiaKo #BMW레이디스챔피언십 #BMW레이디스챔피언십우승 #골프 #우승 #골프메이저대회 #하나금융그룹 #이벤트"
115,"#대전하나시티즌 #승강플레이오프 #하나금융그룹K리그1 승격을 향한,🔥대전하나시티즌🔥의 뜨거운 도전!우리는 하나☝일 때 강하다! 대전하나시티즌의 승리를 위해 팬 여러분도 함께 응원해주세요!! 😍[대전하나시티즌 승강플레이오프 경기일정]⚽ 1차전 홈경기대전하나시티즌 VS 김천상무✔ 경기 일시: 22.10.26(수) 19:30✔ 장소: 대전월드컵경기장⚽ 2차전 원정경기대전하나시티즌 VS 김천상무✔ 경기 일시: 22.10.29(토) 16:00✔ 장소: 김천종합경기장#축구 #대전하나시티즌승격 #K리그2 #K리그1승격 #승격🔥"
116,"🎉HANA가 축구 입장권 쏜다!🎉​스포츠로 하나되는 10월!곧 다가오는 하나금융그룹 유튜브 50만 구독자 달성을 미리 감사드리고자, #EVENT 를 준비했어요!​K리그1 승격을 향한 대전하나시티즌의 뜨거운 도전을 응원해주세요! 승강PO 티켓을 쏩니다!🎉  ​ ​ ✅ 참여방법본 게시물에 대전하나시티즌 승강플레이오프의승리를 응원하는 댓글 작성하면 끝!(본 게시물 좋아요 필수!)​✅ 이벤트 기간: 22.10.20(목)~10.24(월)✅ 경품  ​ ​ ​ ​ - 1차전 홈경기 티켓 (1인 2매, 선착순 25명) ​ ​ ​ ​ ​ ​ 대전하나시티즌 VS K리그1 11위팀 ​ ​ ​ ​ ​ 10/26(수) 19:30 | 대전월드컵경기장✅ 당첨자발표: 22.10.25(화), 본 게시물 댓글/DM__________________________________[대전하나시티즌 승강플레이오프 경기일정]​⚽️ 1차전 홈경기대전하나시티즌 VS 김천상무✔️ 경기 일시: 22.10.26(수) 19:30✔️ 장소: 대전월드컵경기장​⚽️ 2차전 원정경기대전하나시티즌 VS 김천상무✔️ 경기 일시: 22.10.29(토) 16:00✔️ 장소: 김천종합운동장​대전하나시티즌을 사랑하는 축구팬 여러분의 많은 응원 부탁드립니다!😍※본 행사는 진행 상황에 따라 조기 종료될 수 있습니다.※비정상적인 방법으로 참여 시 당첨이 제한되거나 취소될 수 있습니다. (타인 명의 도용, 허위 명의 생성, 자동 반복 참여 이용 등)​#대전하나시티즌 #승강플레이오프 #하나금융그룹 #축구 #축구이벤트 #이벤트 #티켓증정이벤트"
117,"🎉HANA가 축구/농구 입장권 쏜다!🎉​스포츠로 하나되는 10월!곧 다가오는 하나금융그룹 유튜브 50만 구독자 달성을 미리 감사드리고자, #EVENT 를 준비했어요!​⚽ #EVENT1대전하나시티즌 승강플레이오프 티켓 쏜다!​✅ 이벤트 기간: 22.10.20(목)~10.24(월)✅ 경품  ​ ​ ​ ​ - 1차전 홈경기 티켓 (1인 2매, 선착순 25명) ​ ​ ​ ​ ​ ​ 대전하나시티즌 VS K리그1 11위팀 ​ ​ ​ ​ ​ 10/26(수) 19:30 | 대전월드컵경기장✅ 당첨자발표: 22.10.25(화), 본 게시물 댓글/DM✅ 참여방법 본 게시물의 좌측 댓글 이벤트 게시물에서 확인해주세요! 😊____________________________________🏀#EVENT2하나원큐여자농구단 홈개막전 티켓 쏜다!✅ 이벤트 기간: 22.10.20(목)~10.26(수)✅ 경품 ​ ​ ​ ​ 하나원큐여자농구단 홈개막전 티켓 ​ ​ ​ ​ (1인 2매, 선착순 25명) ​ ​ ​ ​ ​ 22.10.31(월) 19:00 ​ ​ ​ ​ ​ 하나원큐 VS 삼성생명 | 부천실내체육관✅ 당첨자발표: 22.10.27(목), 본 게시물 댓글/DM✅ 참여방법 본 게시물의 우측 댓글 이벤트 게시물에서 확인해주세요! 😊________________________[대전하나시티즌 승강플레이오프 경기일정]​⚽️ 1차전 홈경기대전하나시티즌 VS 김천상무✔️ 경기 일시: 22.10.26(수) 19:30✔️ 장소: 대전월드컵경기장​⚽️ 2차전 원정경기대전하나시티즌 VS 김천상무✔️ 경기 일시: 22.10.29(토) 16:00✔️ 장소: 김천종합경기장​[하나원큐여자농구단 홈개막전 경기일정]하나원큐여자농구단 VS 삼성생명✔️ 경기 일시: 22.10.31(월) 19:00✔️ 장소: 부천실내체육관​하나의 스포츠와 함께 짜릿한 10월을 보내세요!​※본 행사는 진행 상황에 따라 조기 종료될 수 있습니다.※비정상적인 방법으로 참여 시 당첨이 제한되거나 취소될 수 있습니다. (타인 명의 도용, 허위 명의 생성, 자동 반복 참여 이용 등)#하나금융그룹 #하나은행 #대전하나시티즌 #하나원큐여자농구단 #축구 #농구 #하나원큐 #축구입장권이벤트 #농구입장권이벤트 #티켓이벤트 #이벤트"
